Gene stable ID	Mouse gene stable ID	Mouse gene name	Gene name	Mouse orthology confidence [0 low, 1 high]	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene
ENSG00000164363	ENSMUSG00000021612	Slc6a18	SLC6A18	1	72.9299	74.4715
ENSG00000164406	ENSMUSG00000036216	Leap2	LEAP2	1	84.4156	85.5263
ENSG00000258947	ENSMUSG00000062380	Tubb3	TUBB3	1	99.7778	99.7778
ENSG00000047662	ENSMUSG00000015879	Fam184b	FAM184B	1	65.6604	73.8854
ENSG00000139880	ENSMUSG00000059674	Cdh24	CDH24	1	89.011	93.3419
ENSG00000144339	ENSMUSG00000026109	Tmeff2	TMEFF2	1	98.9305	98.9305
ENSG00000222028	ENSMUSG00000072423	Psmb11	PSMB11	1	84	83.4437
ENSG00000162927	ENSMUSG00000020280	Pus10	PUS10	1	86.3894	86.7173
ENSG00000055130	ENSMUSG00000029686	Cul1	CUL1	1	99.8711	99.8711
ENSG00000170396	ENSMUSG00000070866	Zfp804a	ZNF804A	1	66.584	67.0833
ENSG00000145996	ENSMUSG00000006191	Cdkal1	CDKAL1	1	90.3282	90.4844
ENSG00000130726	ENSMUSG00000005566	Trim28	TRIM28	1	93.6527	93.765
ENSG00000138670	ENSMUSG00000089809	Rasgef1b	RASGEF1B	1	97.463	97.463
ENSG00000100722	ENSMUSG00000021012	Zc3h14	ZC3H14	1	89.8098	89.932
ENSG00000161939	ENSMUSG00000020831	0610010K14Rik	RNASEK-C17orf49	1	74.6781	91.0995
ENSG00000079462	ENSMUSG00000005447	Pafah1b3	PAFAH1B3	1	96.1039	95.6897
ENSG00000014123	ENSMUSG00000040359	Ufl1	UFL1	1	90.4282	90.5422
ENSG00000164972	ENSMUSG00000028441	1110017D15Rik	C9orf24	1	75.9542	76.5385
ENSG00000092201	ENSMUSG00000035726	Supt16	SUPT16H	1	98.7584	98.7584
ENSG00000075239	ENSMUSG00000032047	Acat1	ACAT1	1	84.0749	84.6698
ENSG00000141219	ENSMUSG00000041623	D11Wsu47e	C17orf80	0	44.335	48.3871
ENSG00000239697	ENSMUSG00000097328	Tnfsf12	TNFSF12	1	88.755	88.755
ENSG00000242574	ENSMUSG00000037548	H2-DMb2	HLA-DMB	1	71.8631	72.4138
ENSG00000242574	ENSMUSG00000079547	H2-DMb1	HLA-DMB	1	71.1027	71.6475
ENSG00000106086	ENSMUSG00000005225	Plekha8	PLEKHA8	1	93.0636	93.0636
ENSG00000103187	ENSMUSG00000031827	Cotl1	COTL1	1	95.0704	95.0704
ENSG00000165506	ENSMUSG00000020973	Dnaaf2	DNAAF2	1	63.5603	65.3563
ENSG00000165506	ENSMUSG00000113149	Gm49383	DNAAF2	0	16.9654	54.8263
ENSG00000168282	ENSMUSG00000043998	Mgat2	MGAT2	1	88.5906	89.5928
ENSG00000106927	ENSMUSG00000028356	Ambp	AMBP	1	75.2841	75.9312
ENSG00000101460	ENSMUSG00000027602	Map1lc3a	MAP1LC3A	1	88	90.9091
ENSG00000186912	ENSMUSG00000044359	P2ry4	P2RY4	1	80.8219	81.7175
ENSG00000140006	ENSMUSG00000045690	Wdr89	WDR89	1	80.8786	81.0881
ENSG00000183340	ENSMUSG00000079083	Jrkl	JRKL	1	93.8931	94.0727
ENSG00000276581	ENSMUSG00000056223	Spata31	SPATA31A5	0	27.5427	36.5878
ENSG00000100095	ENSMUSG00000058153	Sez6l	SEZ6L	1	80.1758	85.2544
ENSG00000174238	ENSMUSG00000017781	Pitpna	PITPNA	1	98.8889	98.524
ENSG00000153823	ENSMUSG00000045658	Pid1	PID1	1	79.6	91.7051
ENSG00000036565	ENSMUSG00000036330	Slc18a1	SLC18A1	1	82.4762	83.1094
ENSG00000183722	ENSMUSG00000048332	Lhfp	LHFPL6	1	97	97
ENSG00000151779	ENSMUSG00000020576	Nbas	NBAS	1	85.0274	85.5688
ENSG00000100767	ENSMUSG00000021223	Papln	PAPLN	1	74.1807	71.275
ENSG00000187595	ENSMUSG00000014198	Zfp385c	ZNF385C	1	82.783	81.8182
ENSG00000167280	ENSMUSG00000033857	Engase	ENGASE	1	77.389	78.3379
ENSG00000067992	ENSMUSG00000035232	Pdk3	PDK3	1	97.1084	97.1084
ENSG00000169895	ENSMUSG00000031357	Syap1	SYAP1	1	84.0909	81.0959
ENSG00000198478	ENSMUSG00000032261	Sh3bgrl2	SH3BGRL2	1	90.6542	90.6542
ENSG00000087053	ENSMUSG00000031918	Mtmr2	MTMR2	1	97.3561	97.3561
ENSG00000275718	ENSMUSG00000019122	Ccl9	CCL15	0	42.4779	39.3443
ENSG00000275718	ENSMUSG00000018927	Ccl6	CCL15	0	41.5929	40.5172
ENSG00000164331	ENSMUSG00000021661	Ankra2	ANKRA2	1	94.8882	95.1923
ENSG00000124782	ENSMUSG00000039087	Rreb1	RREB1	1	80.5396	79.9886
ENSG00000106244	ENSMUSG00000029623	Pdap1	PDAP1	1	96.6851	96.6851
ENSG00000008277	ENSMUSG00000040537	Adam22	ADAM22	1	91.5011	91.7035
ENSG00000092199	ENSMUSG00000060373	Hnrnpc	HNRNPC	1	97.7124	95.5272
ENSG00000087076	ENSMUSG00000030825	Hsd17b14	HSD17B14	1	81.4815	80.5861
ENSG00000110074	ENSMUSG00000039048	Foxred1	FOXRED1	1	79.0123	77.8905
ENSG00000273749	ENSMUSG00000030447	Cyfip1	CYFIP1	1	99.0423	99.0423
ENSG00000182035	ENSMUSG00000044405	Adig	ADIG	1	61.25	61.25
ENSG00000044574	ENSMUSG00000026864	Hspa5	HSPA5	1	98.318	98.1679
ENSG00000077514	ENSMUSG00000030726	Pold3	POLD3	1	84.1202	85.0325
ENSG00000273047	ENSMUSG00000090077	Lime1	AL121845.2	0	60.7143	18.9591
ENSG00000110619	ENSMUSG00000010755	Cars	CARS	1	89.651	89.651
ENSG00000203896	ENSMUSG00000090077	Lime1	LIME1	1	56.2712	61.71
ENSG00000011347	ENSMUSG00000024743	Syt7	SYT7	1	82.636	69.6649
ENSG00000169302	ENSMUSG00000039954	Stk32a	STK32A	1	86.7322	88.6935
ENSG00000111731	ENSMUSG00000030279	C2cd5	C2CD5	1	88.7097	92.0276
ENSG00000099364	ENSMUSG00000030811	Fbxl19	FBXL19	1	94.6686	97.4777
ENSG00000197177	ENSMUSG00000025475	Adgra1	ADGRA1	1	82.1429	79.5848
ENSG00000034152	ENSMUSG00000018932	Map2k3	MAP2K3	1	96.5418	96.5418
ENSG00000116213	ENSMUSG00000029029	Wrap73	WRAP73	1	88.2609	87.8788
ENSG00000088356	ENSMUSG00000027472	Pdrg1	PDRG1	1	91.7293	91.7293
ENSG00000003393	ENSMUSG00000026024	Als2	ALS2	1	91.9734	92.3077
ENSG00000215126	ENSMUSG00000024878	Cbwd1	CBWD6	1	78.9873	79.3893
ENSG00000127054	ENSMUSG00000029034	Ints11	INTS11	1	94.8845	95.8333
ENSG00000158077	ENSMUSG00000016626	Nlrp14	NLRP14	1	50.6862	55.7905
ENSG00000134324	ENSMUSG00000020593	Lpin1	LPIN1	1	84.1026	88.7446
ENSG00000170370	ENSMUSG00000043969	Emx2	EMX2	1	100	99.6047
ENSG00000170677	ENSMUSG00000056153	Socs6	SOCS6	1	84.2991	84.6154
ENSG00000184166	ENSMUSG00000058275	Olfr412	OR1D2	1	86.859	86.859
ENSG00000094796	ENSMUSG00000043485	Krt34	KRT31	0	82.9327	88.0102
ENSG00000094796	ENSMUSG00000035592	Krt33a	KRT31	0	86.7788	89.3564
ENSG00000094796	ENSMUSG00000057723	Krt33b	KRT31	0	85.3365	87.8713
ENSG00000094796	ENSMUSG00000048981	Krt31	KRT31	1	89.9038	89.9038
ENSG00000197977	ENSMUSG00000021364	Elovl2	ELOVL2	1	88.5135	89.726
ENSG00000131737	ENSMUSG00000043485	Krt34	KRT34	1	77.7523	86.4796
ENSG00000131737	ENSMUSG00000035592	Krt33a	KRT34	1	76.6055	82.6733
ENSG00000131737	ENSMUSG00000057723	Krt33b	KRT34	0	75.6881	81.6832
ENSG00000131737	ENSMUSG00000048981	Krt31	KRT34	0	76.3761	80.0481
ENSG00000181904	ENSMUSG00000045767	B230219D22Rik	C5orf24	1	93.617	93.617
ENSG00000167604	ENSMUSG00000036931	Nfkbid	NFKBID	1	87.2204	83.4862
ENSG00000140750	ENSMUSG00000030766	Arhgap17	ARHGAP17	1	84.4495	87.9433
ENSG00000101470	ENSMUSG00000017300	Tnnc2	TNNC2	1	98.75	98.75
ENSG00000214941	ENSMUSG00000014243	Zswim7	ZSWIM7	1	80.7143	74.3421
ENSG00000167323	ENSMUSG00000030987	Stim1	STIM1	1	83.6915	96.6423
ENSG00000107859	ENSMUSG00000025229	Pitx3	PITX3	1	98.3444	98.3444
ENSG00000224041	ENSMUSG00000076572	Igkv18-36	IGKV3D-15	1	65.2174	65.7895
ENSG00000241244	ENSMUSG00000093906	Igkv9-129	IGKV1D-16	0	66.6667	66.6667
ENSG00000241244	ENSMUSG00000105630	Gm42543	IGKV1D-16	0	61.5385	61.5385
ENSG00000241244	ENSMUSG00000076523	Igkv15-103	IGKV1D-16	0	76.9231	78.2609
ENSG00000241244	ENSMUSG00000094345	Igkv14-126	IGKV1D-16	0	69.2308	69.2308
ENSG00000241244	ENSMUSG00000096490	Igkv10-94	IGKV1D-16	0	72.6496	73.913
ENSG00000241244	ENSMUSG00000096632	Igkv9-124	IGKV1D-16	0	71.7949	71.7949
ENSG00000241244	ENSMUSG00000095771	Igkv14-111	IGKV1D-16	0	67.5214	67.5214
ENSG00000241244	ENSMUSG00000076512	Igkv9-123	IGKV1D-16	1	70.0855	70.0855
ENSG00000241244	ENSMUSG00000094902	Igkv10-95	IGKV1D-16	0	69.2308	70.4348
ENSG00000241244	ENSMUSG00000094420	Igkv10-96	IGKV1D-16	0	70.0855	71.3043
ENSG00000090674	ENSMUSG00000004567	Mcoln1	MCOLN1	1	90.5172	90.5172
ENSG00000184381	ENSMUSG00000042632	Pla2g6	PLA2G6	1	89.0819	88.9715
ENSG00000109790	ENSMUSG00000054920	Klhl5	KLHL5	1	91.2583	97.3164
ENSG00000010244	ENSMUSG00000017421	Zfp207	ZNF207	1	98.9879	98.7879
ENSG00000054796	ENSMUSG00000005883	Spo11	SPO11	1	82.5758	82.5758
ENSG00000105254	ENSMUSG00000006095	Tbcb	TBCB	1	89.3443	89.3443
ENSG00000078295	ENSMUSG00000021536	Adcy2	ADCY2	1	95.6004	95.2511
ENSG00000118514	ENSMUSG00000037542	Aldh8a1	ALDH8A1	1	89.9384	89.9384
ENSG00000183629	ENSMUSG00000002546	Golga2	GOLGA8G	0	42.4383	26.8031
ENSG00000107341	ENSMUSG00000036241	Ube2r2	UBE2R2	1	100	100
ENSG00000141068	ENSMUSG00000018334	Ksr1	KSR1	1	85.0394	74.2268
ENSG00000166478	ENSMUSG00000061079	Zfp143	ZNF143	1	96.7085	96.8603
ENSG00000091482	ENSMUSG00000041476	Smpx	SMPX	1	81.8182	84.7059
ENSG00000068745	ENSMUSG00000032599	Ip6k2	IP6K2	1	96.7136	91.9643
ENSG00000105229	ENSMUSG00000004934	Pias4	PIAS4	1	89.6078	90.1381
ENSG00000173930	ENSMUSG00000040693	Slco4c1	SLCO4C1	1	81.3536	81.5789
ENSG00000158270	ENSMUSG00000036103	Colec12	COLEC12	1	92.3181	92.3181
ENSG00000182195	ENSMUSG00000057615	Ldoc1	LDOC1	1	72.6027	70.1987
ENSG00000284713	ENSMUSG00000109305	1810010D01Rik	AP003071.5	1	66.6667	66.6667
ENSG00000162341	ENSMUSG00000048677	Tpcn2	TPCN2	1	71.1436	73.1874
ENSG00000023516	ENSMUSG00000022016	Akap11	AKAP11	1	74.0137	74.248
ENSG00000166200	ENSMUSG00000027206	Cops2	COPS2	1	100	100
ENSG00000165806	ENSMUSG00000025076	Casp7	CASP7	1	60.0515	76.8977
ENSG00000105261	ENSMUSG00000100512	Ovol3	OVOL3	1	86.3158	86.7725
ENSG00000242076	ENSMUSG00000093906	Igkv9-129	IGKV1-33	0	57.4074	52.9915
ENSG00000242076	ENSMUSG00000105630	Gm42543	IGKV1-33	0	55.5556	51.2821
ENSG00000242076	ENSMUSG00000076523	Igkv15-103	IGKV1-33	0	69.4444	65.2174
ENSG00000242076	ENSMUSG00000094345	Igkv14-126	IGKV1-33	0	60.1852	55.5556
ENSG00000242076	ENSMUSG00000096490	Igkv10-94	IGKV1-33	0	67.5926	63.4783
ENSG00000242076	ENSMUSG00000096632	Igkv9-124	IGKV1-33	0	58.3333	53.8462
ENSG00000242076	ENSMUSG00000095771	Igkv14-111	IGKV1-33	0	61.1111	56.4103
ENSG00000242076	ENSMUSG00000076512	Igkv9-123	IGKV1-33	0	57.4074	52.9915
ENSG00000242076	ENSMUSG00000094902	Igkv10-95	IGKV1-33	0	65.7407	61.7391
ENSG00000242076	ENSMUSG00000094420	Igkv10-96	IGKV1-33	0	65.7407	61.7391
ENSG00000188996	ENSMUSG00000076430	Hus1b	HUS1B	1	64.3885	64.8551
ENSG00000160563	ENSMUSG00000026799	Med27	MED27	1	97.1061	97.1061
ENSG00000154040	ENSMUSG00000024430	Cabyr	CABYR	1	58.0122	63.1347
ENSG00000112685	ENSMUSG00000021357	Exoc2	EXOC2	1	93.6147	93.6147
ENSG00000168675	ENSMUSG00000024544	Ldlrad4	LDLRAD4	1	90.1961	90.1961
ENSG00000173366	ENSMUSG00000045322	Tlr9	AC097637.1	1	65.2614	75
ENSG00000183305	ENSMUSG00000055746	Magea2	MAGEA2B	0	38.8535	38.125
ENSG00000183305	ENSMUSG00000043453	Magea10	MAGEA2B	0	43.3121	41.8462
ENSG00000183305	ENSMUSG00000079349	Magea5	MAGEA2B	0	40.4459	39.6875
ENSG00000183305	ENSMUSG00000079350	Magea8	MAGEA2B	0	39.8089	39.0625
ENSG00000183305	ENSMUSG00000063728	Magea6	MAGEA2B	0	40.7643	39.3846
ENSG00000183305	ENSMUSG00000031118	1700080O16Rik	MAGEA2B	0	35.6688	39.4366
ENSG00000183305	ENSMUSG00000033343	Magea4	MAGEA2B	0	39.4904	39.3651
ENSG00000183305	ENSMUSG00000094196	Magea3	MAGEA2B	0	39.4904	38.75
ENSG00000183305	ENSMUSG00000031179	3830417A13Rik	MAGEA2B	0	36.3057	37.6238
ENSG00000183305	ENSMUSG00000096644	Magea1	MAGEA2B	0	39.4904	38.75
ENSG00000247596	ENSMUSG00000023277	Twf2	TWF2	1	96.5616	96.5616
ENSG00000146453	ENSMUSG00000073460	Pnldc1	PNLDC1	1	85.4991	85.4991
ENSG00000133138	ENSMUSG00000042473	Tbc1d8b	TBC1D8B	1	90.7143	91.2029
ENSG00000269437	ENSMUSG00000009941	Nxf2	NXF2B	0	51.9169	47.0333
ENSG00000269437	ENSMUSG00000031410	Nxf7	NXF2B	1	52.5559	53.0645
ENSG00000237190	ENSMUSG00000020392	Cdkn2aipnl	CDKN2AIPNL	1	96.5517	96.5517
ENSG00000145491	ENSMUSG00000022236	Ropn1l	ROPN1L	1	74.3478	78.4404
ENSG00000134909	ENSMUSG00000041444	Arhgap32	ARHGAP32	1	87.6857	87.6017
ENSG00000106772	ENSMUSG00000039126	Prune2	PRUNE2	1	67.8433	67.9313
ENSG00000149480	ENSMUSG00000071646	Mta2	MTA2	1	98.503	98.503
ENSG00000284057	ENSMUSG00000031935	Med17	AP001273.2	1	71.1217	91.8336
ENSG00000166004	ENSMUSG00000046111	Cep295	CEP295	1	55.5171	60.6723
ENSG00000164327	ENSMUSG00000050310	Rictor	RICTOR	1	94.1109	95.4333
ENSG00000239732	ENSMUSG00000045322	Tlr9	TLR9	1	75	75
ENSG00000215029	ENSMUSG00000058252	Tcp11x2	TCP11X2	1	69.0418	55.8648
ENSG00000086848	ENSMUSG00000032059	Alg9	ALG9	1	92.3948	93.4534
ENSG00000117115	ENSMUSG00000028927	Padi2	PADI2	1	93.2331	92.1248
ENSG00000214530	ENSMUSG00000030688	Stard10	STARD10	1	96.9072	96.9072
ENSG00000284800	ENSMUSG00000058252	Tcp11x2	AC235565.2	0	69.7183	19.6819
ENSG00000169607	ENSMUSG00000048327	Ckap2l	CKAP2L	1	61.4765	61.4765
ENSG00000167508	ENSMUSG00000006517	Mvd	MVD	1	82.5	82.2943
ENSG00000097021	ENSMUSG00000028937	Acot7	ACOT7	1	87.8947	86.9792
ENSG00000147223	ENSMUSG00000072945	Ripply1	RIPPLY1	0	53.6424	40.2985
ENSG00000170777	ENSMUSG00000024815	Trpd52l3	TPD52L3	0	67.1429	40.6926
ENSG00000113645	ENSMUSG00000018849	Wwc1	WWC1	1	90.2592	91.4855
ENSG00000133131	ENSMUSG00000031434	Morc4	MORC4	1	81.4301	82.2198
ENSG00000039600	ENSMUSG00000040489	Sox30	SOX30	1	78.7517	75.8312
ENSG00000107929	ENSMUSG00000033499	Larp4b	LARP4B	1	87.9404	87.5843
ENSG00000154845	ENSMUSG00000061950	Ppp4r1	PPP4R1	1	86.7368	86.6456
ENSG00000140092	ENSMUSG00000021186	Fbln5	FBLN5	1	93.9732	93.9732
ENSG00000084674	ENSMUSG00000020609	Apob	APOB	1	69.8882	70.788
ENSG00000182919	ENSMUSG00000031938	4931406C07Rik	C11orf54	1	87.9365	87.9365
ENSG00000070718	ENSMUSG00000031539	Ap3m2	AP3M2	1	98.3254	98.3254
ENSG00000132872	ENSMUSG00000024261	Syt4	SYT4	1	89.8824	89.8824
ENSG00000170162	ENSMUSG00000049641	Vgll2	VGLL2	1	83.9117	82.6087
ENSG00000165376	ENSMUSG00000047230	Cldn2	CLDN2	1	91.3043	91.3043
ENSG00000135636	ENSMUSG00000033788	Dysf	DYSF	1	93.0628	93.9048
ENSG00000196358	ENSMUSG00000035513	Ntng2	NTNG2	1	94.5283	85.0594
ENSG00000068615	ENSMUSG00000052852	Reep1	REEP1	1	89.9038	93.0348
ENSG00000239862	ENSMUSG00000093906	Igkv9-129	IGKV1-37	1	64.1026	64.1026
ENSG00000239862	ENSMUSG00000105630	Gm42543	IGKV1-37	0	56.4103	56.4103
ENSG00000239862	ENSMUSG00000076523	Igkv15-103	IGKV1-37	0	70.0855	71.3043
ENSG00000239862	ENSMUSG00000094345	Igkv14-126	IGKV1-37	0	65.812	65.812
ENSG00000239862	ENSMUSG00000096490	Igkv10-94	IGKV1-37	0	67.5214	68.6957
ENSG00000239862	ENSMUSG00000096632	Igkv9-124	IGKV1-37	0	64.9573	64.9573
ENSG00000239862	ENSMUSG00000095771	Igkv14-111	IGKV1-37	0	64.9573	64.9573
ENSG00000239862	ENSMUSG00000076512	Igkv9-123	IGKV1-37	0	67.5214	67.5214
ENSG00000239862	ENSMUSG00000094902	Igkv10-95	IGKV1-37	0	64.9573	66.087
ENSG00000239862	ENSMUSG00000094420	Igkv10-96	IGKV1-37	0	65.812	66.9565
ENSG00000188112	ENSMUSG00000034382	AI661453	C6orf132	1	67.1717	66.1692
ENSG00000162869	ENSMUSG00000034709	Ppp1r21	PPP1R21	1	91.7949	91.7949
ENSG00000132297	ENSMUSG00000072511	Hhla1	HHLA1	1	51.9337	54.8638
ENSG00000160087	ENSMUSG00000023286	Ube2j2	UBE2J2	1	88.7273	90.0369
ENSG00000156958	ENSMUSG00000027207	Galk2	GALK2	1	88.8646	88.8646
ENSG00000119946	ENSMUSG00000025189	Cnnm1	CNNM1	1	94.6372	94.6372
ENSG00000082458	ENSMUSG00000000881	Dlg3	DLG3	1	99.2656	95.5241
ENSG00000104320	ENSMUSG00000028224	Nbn	NBN	1	70.4244	70.7057
ENSG00000108352	ENSMUSG00000038020	Rapgefl1	RAPGEFL1	1	92.955	71.7523
ENSG00000253117	ENSMUSG00000015001	Oc90	OC90	1	68.7631	67.6289
ENSG00000147853	ENSMUSG00000024782	Ak3	AK3	1	92.511	92.511
ENSG00000258417	ENSMUSG00000015001	Oc90	AC100868.1	0	49.0566	69.6907
ENSG00000135069	ENSMUSG00000024640	Psat1	PSAT1	1	92.4324	92.4324
ENSG00000180104	ENSMUSG00000034152	Exoc3	EXOC3	1	96.2416	94.9669
ENSG00000108849	ENSMUSG00000017316	Ppy	PPY	1	58.9474	56
ENSG00000204889	ENSMUSG00000059169	Krt40	KRT40	1	78.8863	77.4487
ENSG00000242371	ENSMUSG00000093906	Igkv9-129	IGKV1-39	0	68.3761	68.3761
ENSG00000242371	ENSMUSG00000105630	Gm42543	IGKV1-39	0	61.5385	61.5385
ENSG00000242371	ENSMUSG00000076523	Igkv15-103	IGKV1-39	0	74.359	75.6522
ENSG00000242371	ENSMUSG00000094345	Igkv14-126	IGKV1-39	0	70.0855	70.0855
ENSG00000242371	ENSMUSG00000096490	Igkv10-94	IGKV1-39	0	71.7949	73.0435
ENSG00000242371	ENSMUSG00000096632	Igkv9-124	IGKV1-39	0	70.9402	70.9402
ENSG00000242371	ENSMUSG00000095771	Igkv14-111	IGKV1-39	1	68.3761	68.3761
ENSG00000242371	ENSMUSG00000076512	Igkv9-123	IGKV1-39	0	69.2308	69.2308
ENSG00000242371	ENSMUSG00000094902	Igkv10-95	IGKV1-39	0	69.2308	70.4348
ENSG00000242371	ENSMUSG00000094420	Igkv10-96	IGKV1-39	0	70.0855	71.3043
ENSG00000171094	ENSMUSG00000055471	Alk	ALK	1	87.7778	87.7236
ENSG00000023734	ENSMUSG00000030224	Strap	STRAP	1	97.4286	97.4286
ENSG00000255561	ENSMUSG00000037845	Fdxacb1	FDXACB1	1	71.3141	71.5434
ENSG00000111206	ENSMUSG00000001517	Foxm1	FOXM1	1	75.9051	80.317
ENSG00000136856	ENSMUSG00000026791	Slc2a8	SLC2A8	1	86.3732	86.3732
ENSG00000105851	ENSMUSG00000020573	Pik3cg	PIK3CG	1	94.1016	94.1016
ENSG00000140853	ENSMUSG00000074151	Nlrc5	NLRC5	1	63.5048	61.8799
ENSG00000105197	ENSMUSG00000003438	Timm50	TIMM50	1	71.0526	91.7847
ENSG00000258529	ENSMUSG00000032059	Alg9	AP001781.2	1	67.654	93.4534
ENSG00000169169	ENSMUSG00000007783	Cpt1c	CPT1C	1	83.3126	83.8346
ENSG00000132361	ENSMUSG00000020741	Cluh	CLUH	1	95.1108	92.0177
ENSG00000137720	ENSMUSG00000037971	1110032A03Rik	C11orf1	1	74.6667	61.5385
ENSG00000136928	ENSMUSG00000039809	Gabbr2	GABBR2	1	97.1307	97.234
ENSG00000066230	ENSMUSG00000036123	Slc9a3	SLC9A3	1	88.9688	89.5054
ENSG00000186635	ENSMUSG00000032812	Arap1	ARAP1	1	89.7931	90.3539
ENSG00000268790	ENSMUSG00000044600	Smim7	AC008764.4	1	66.129	54.6667
ENSG00000174885	ENSMUSG00000038745	Nlrp6	NLRP6	1	69.3946	71.2313
ENSG00000166396	ENSMUSG00000067001	Serpinb7	SERPINB7	1	73.9474	73.9474
ENSG00000130234	ENSMUSG00000015405	Ace2	ACE2	1	82.1118	82.1118
ENSG00000274391	ENSMUSG00000031481	Tpte	TPTE	0	56.6243	46.988
ENSG00000136950	ENSMUSG00000026755	Arpc5l	ARPC5L	1	96.732	96.732
ENSG00000102753	ENSMUSG00000021929	Kpna3	KPNA3	1	99.2322	99.2322
ENSG00000008130	ENSMUSG00000029063	Nadk	NADK	1	68.5279	92.2551
ENSG00000155833	ENSMUSG00000039555	Cylc2	CYLC2	0	43.3908	35.782
ENSG00000122507	ENSMUSG00000035919	Bbs9	BBS9	1	87.1477	87.8409
ENSG00000101911	ENSMUSG00000025742	Prps2	PRPS2	1	97.8193	98.7421
ENSG00000256892	ENSMUSG00000096887	Gm20594	MTRNR2L7	0	75	48.6486
ENSG00000178235	ENSMUSG00000075478	Slitrk1	SLITRK1	1	97.5575	97.5575
ENSG00000105085	ENSMUSG00000045248	Med26	MED26	1	84.6667	86.3946
ENSG00000004478	ENSMUSG00000030357	Fkbp4	FKBP4	1	89.7603	89.9563
ENSG00000104325	ENSMUSG00000028223	Decr1	DECR1	1	82.3881	82.3881
ENSG00000183578	ENSMUSG00000074345	Tnfaip8l3	TNFAIP8L3	1	63.3562	90.6863
ENSG00000144355	ENSMUSG00000041911	Dlx1	DLX1	1	98.8235	98.8235
ENSG00000198105	ENSMUSG00000030145	Zfp248	ZNF248	1	74.7841	75.1736
ENSG00000127526	ENSMUSG00000019731	Slc35e1	SLC35E1	1	89.5122	89.731
ENSG00000137869	ENSMUSG00000032274	Cyp19a1	CYP19A1	1	79.3241	79.3241
ENSG00000136935	ENSMUSG00000026754	Golga1	GOLGA1	1	81.0952	82.058
ENSG00000058600	ENSMUSG00000030880	Polr3e	POLR3E	1	92.3729	92.1127
ENSG00000197562	ENSMUSG00000025730	Rab40c	RAB40C	1	99.2883	99.2883
ENSG00000118412	ENSMUSG00000028282	Casp8ap2	CASP8AP2	1	65.9736	66.3099
ENSG00000145623	ENSMUSG00000022146	Osmr	OSMR	1	55.1583	55.6128
ENSG00000171792	ENSMUSG00000048668	Rhno1	RHNO1	1	67.6471	68.5106
ENSG00000263429	ENSMUSG00000085683	Tmem238l	TMEM238L	1	70.8861	70.8861
ENSG00000187824	ENSMUSG00000050270	Tmem220	TMEM220	1	77.5	64.9215
ENSG00000136243	ENSMUSG00000048439	Nupl2	NUPL2	1	76.5957	77.1429
ENSG00000166197	ENSMUSG00000015176	Nolc1	NOLC1	1	70.945	71.6524
ENSG00000166012	ENSMUSG00000031939	Taf1d	TAF1D	0	55.7554	48.1366
ENSG00000137177	ENSMUSG00000021375	Kif13a	KIF13A	1	89.5291	92.3957
ENSG00000105549	ENSMUSG00000020317	Theg	THEG	1	58.5752	59.2
ENSG00000085872	ENSMUSG00000052488	Cherp	CHERP	1	94.869	92.6439
ENSG00000147854	ENSMUSG00000024817	Uhrf2	UHRF2	1	90.1496	90.0374
ENSG00000059728	ENSMUSG00000001156	Mxd1	MXD1	1	87.7828	85.4626
ENSG00000173611	ENSMUSG00000035236	Scai	SCAI	1	93.6407	97.1947
ENSG00000015676	ENSMUSG00000053838	Nudcd3	NUDCD3	1	85.8726	85.3995
ENSG00000213809	ENSMUSG00000030149	Klrk1	KLRK1	1	59.2593	55.1724
ENSG00000181649	ENSMUSG00000010760	Phlda2	PHLDA2	1	57.2368	60.4167
ENSG00000088756	ENSMUSG00000024043	Arhgap28	ARHGAP28	1	84.386	65.9808
ENSG00000204849	ENSMUSG00000056223	Spata31	SPATA31A1	0	27.1124	36.3905
ENSG00000214700	ENSMUSG00000040163	1700034J05Rik	C12orf71	0	40.8922	36.5448
ENSG00000172985	ENSMUSG00000037990	Sh3rf3	SH3RF3	1	82.5397	82.9157
ENSG00000177143	ENSMUSG00000050996	Cetn1	CETN1	1	90.6977	90.6977
ENSG00000127578	ENSMUSG00000071192	Wfikkn1	WFIKKN1	1	87.5912	86.9565
ENSG00000187658	ENSMUSG00000020434	4921536K21Rik	C5orf52	0	51.5723	48.8095
ENSG00000170222	ENSMUSG00000020910	Adprm	ADPRM	1	84.5029	85
ENSG00000197170	ENSMUSG00000020720	Psmd12	PSMD12	1	97.5877	97.5877
ENSG00000166833	ENSMUSG00000052512	Nav2	NAV2	1	90.8762	92.9688
ENSG00000183542	ENSMUSG00000033027	Klrc3	KLRC4	0	26.5823	19.0045
ENSG00000183542	ENSMUSG00000030167	Klrc1	KLRC4	0	38.6076	25
ENSG00000183542	ENSMUSG00000052736	Klrc2	KLRC4	0	29.7468	19.7479
ENSG00000183654	ENSMUSG00000022269	March11	MARCH11	1	78.1095	78.5
ENSG00000035499	ENSMUSG00000021697	Depdc1b	DEPDC1B	1	93.9509	93.9509
ENSG00000081791	ENSMUSG00000024442	0610009O20Rik	DELE1	1	73.2039	73.9216
ENSG00000129988	ENSMUSG00000016024	Lbp	LBP	1	67.5676	67.5676
ENSG00000171813	ENSMUSG00000060260	Pwwp2b	PWWP2B	1	78.6441	77.3333
